act_id,Act_Name,Date_Birth,BPlace,Img,WikiLink
190, Cha Ji Yeon,None,"Incheon, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/5/58/%EC%94%AC%ED%94%8C%EB%A0%88%EC%9D%B4%EB%B9%8C_7%EC%9B%94%ED%98%B8_COVER_STORY_%EB%AE%A4%EC%A7%80%EC%BB%AC_%EB%B0%B0%EC%9A%B0_%EC%B0%A8%EC%A7%80%EC%97%B0_%EC%9D%B8%ED%84%B0%EB%B7%B0_%EC%98%81%EC%83%81.jpg/220px-%EC%94%AC%ED%94%8C%EB%A0%88%EC%9D%B4%EB%B9%8C_7%EC%9B%94%ED%98%B8_COVER_STORY_%EB%AE%A4%EC%A7%80%EC%BB%AC_%EB%B0%B0%EC%9A%B0_%EC%B0%A8%EC%A7%80%EC%97%B0_%EC%9D%B8%ED%84%B0%EB%B7%B0_%EC%98%81%EC%83%81.jpg,https://en.wikipedia.org/wiki/Cha_Ji-yeon
191, Jang Hyuk Jin,1987,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/3/39/Jang_Hyuk-jin_%EC%9E%A5%ED%98%81%EC%A7%84_2021.png/220px-Jang_Hyuk-jin_%EC%9E%A5%ED%98%81%EC%A7%84_2021.png,https://en.wikipedia.org/wiki/Jang_Hyuk-jin
192,Yoo Ah In,1979,"Donam-dong, Seongbuk District, Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/0/00/Yoo_Ah-In_%EC%9C%A0%EC%95%84%EC%9D%B8_20181206.jpg/220px-Yoo_Ah-In_%EC%9C%A0%EC%95%84%EC%9D%B8_20181206.jpg,https://en.wikipedia.org/wiki/Yoo_Ah-in
193, Kim Myung Min,1988,"Suwon, Gyeonggi, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/0/08/%28%ED%8A%B9%EB%B3%84%EC%88%98%EC%82%AC_%EC%82%AC%ED%98%95%EC%88%98%EC%9D%98_%ED%8E%B8%EC%A7%80%29_%EA%B0%99%EC%9D%B4%EA%B0%80%EC%B9%98_with_kakao_KimMyungMin.png/220px-%28%ED%8A%B9%EB%B3%84%EC%88%98%EC%82%AC_%EC%82%AC%ED%98%95%EC%88%98%EC%9D%98_%ED%8E%B8%EC%A7%80%29_%EA%B0%99%EC%9D%B4%EA%B0%80%EC%B9%98_with_kakao_KimMyungMin.png,https://en.wikipedia.org/wiki/Kim_Myung-min
194, Shin Se Kyung,1986,"Cheongju, North Chungcheong Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/4/44/Shin_Se-kyung_170719.jpg/250px-Shin_Se-kyung_170719.jpg,https://en.wikipedia.org/wiki/Shin_Se-kyung
195, Byun Yo Han,1971,"Cheongwon County, North Chungcheong Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/f/f4/190228_%EB%B3%80%EC%9A%94%ED%95%9C.jpg/250px-190228_%EB%B3%80%EC%9A%94%ED%95%9C.jpg,https://en.wikipedia.org/wiki/Byun_Yo-han
196, Yoon Kyun Sang,1994,"Seoul, South Korea[1]",//upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/30px-Commons-logo.svg.png,https://en.wikipedia.org/wiki/Yoon_Kyun-sang
197, Chun Ho Jin,1981,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Chun_Ho-jin.2019.jpg/220px-Chun_Ho-jin.2019.jpg,https://en.wikipedia.org/wiki/Chun_Ho-jin
198,Kim Dong Wook,1982,"Daejeon, South Korea[1]",//upload.wikimedia.org/wikipedia/commons/thumb/b/b3/181206_%EA%B9%80%EB%8F%99%EC%9A%B1.jpg/220px-181206_%EA%B9%80%EB%8F%99%EC%9A%B1.jpg,https://en.wikipedia.org/wiki/Kim_Dong-wook
199, Kim Jae Wook,1995,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/0/03/190403_tvN_%E2%80%98%EA%B7%B8%EB%85%80%EC%9D%98_%EC%82%AC%EC%83%9D%ED%99%9C%E2%80%99_%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C_%EA%B9%80%EC%9E%AC%EC%9A%B1.jpg/220px-190403_tvN_%E2%80%98%EA%B7%B8%EB%85%80%EC%9D%98_%EC%82%AC%EC%83%9D%ED%99%9C%E2%80%99_%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C_%EA%B9%80%EC%9E%AC%EC%9A%B1.jpg,https://en.wikipedia.org/wiki/Kim_Jae-wook
200, Jung Eun Chae,1986,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Jung_Eun-chae%2C_2013_%28cropped%29.jpg/220px-Jung_Eun-chae%2C_2013_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Jung_Eun-chae
201, Lee Won Jong,1995,"Seoul, South Korea[1]",//upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Lee_Won-jong_from_acrofan.jpg/220px-Lee_Won-jong_from_acrofan.jpg,https://en.wikipedia.org/wiki/Lee_Won-jong
202, Park Ho San,1978,"Bundang-gu, Seongnam, Gyeonggi-do, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/a/a1/150124_%EB%AE%A4%EC%A7%80%EC%BB%AC_%EB%9F%AC%EB%B8%8C%EB%A0%88%ED%84%B0_%EB%B0%95%ED%98%B8%EC%82%B0.jpg/220px-150124_%EB%AE%A4%EC%A7%80%EC%BB%AC_%EB%9F%AC%EB%B8%8C%EB%A0%88%ED%84%B0_%EB%B0%95%ED%98%B8%EC%82%B0.jpg,https://en.wikipedia.org/wiki/Park_Ho-san
203, Ahn Nae Sang,1973,"Wansan-gu, Jeonju, North Jeolla Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/0/07/Ahnnaesang.png/220px-Ahnnaesang.png,https://en.wikipedia.org/wiki/Ahn_Nae-sang
204,Kim Sang Kyung,1995,"Wando County, South Jeolla, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Text_document_with_red_question_mark.svg/40px-Text_document_with_red_question_mark.svg.png,https://en.wikipedia.org/wiki/Kim_Sang-kyung
205, Oh Na Ra,2001,"Daegu, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png,https://en.wikipedia.org/wiki/Oh_Na-ra
206, Tang Jun Sang,1998,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Tangjoonsang2020.png/220px-Tangjoonsang2020.png,https://en.wikipedia.org/wiki/Tang_Jun-sang
207, Son Sang Yeon,1991,"Incheon, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/4/4c/%EC%86%90%EC%83%81%EC%97%B0_-_%EB%9D%BC%EC%BC%93%EC%86%8C%EB%85%84%EB%8B%A8.png/220px-%EC%86%90%EC%83%81%EC%97%B0_-_%EB%9D%BC%EC%BC%93%EC%86%8C%EB%85%84%EB%8B%A8.png,https://en.wikipedia.org/wiki/Son_Sang-yeon
208, Choi Hyun Wook,1986,None,//upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Choi_Hyun-wook_2021.png/220px-Choi_Hyun-wook_2021.png,https://en.wikipedia.org/wiki/Choi_Hyun-wook
209, Kim Kang Hoon,1979,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/8/88/220912_Kim_Kang-hoon.jpg/220px-220912_Kim_Kang-hoon.jpg,https://en.wikipedia.org/wiki/Kim_Kang-hoon
210,Lee Do Hyun,1990,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/7/7b/%EB%A7%88%EB%A6%AC%EB%81%8C%EB%A0%88%EB%A5%B4_%ED%8C%9D%ED%80%B4%EC%A6%88%EB%A5%BC_%ED%95%98%EB%8A%94_%EC%9D%B4%EB%8F%84%ED%98%84.jpg/220px-%EB%A7%88%EB%A6%AC%EB%81%8C%EB%A0%88%EB%A5%B4_%ED%8C%9D%ED%80%B4%EC%A6%88%EB%A5%BC_%ED%95%98%EB%8A%94_%EC%9D%B4%EB%8F%84%ED%98%84.jpg,https://en.wikipedia.org/wiki/Lee_Do-hyun
211, Go Min Si,None,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/9/93/Go_Min-si_2021.png/220px-Go_Min-si_2021.png,https://en.wikipedia.org/wiki/Go_Min-si
212, Lee Sang Yi,1974,"Goyang, Gyeonggi, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/be/Flag_of_South_Korea_%281949%E2%80%931984%29.svg/50px-Flag_of_South_Korea_%281949%E2%80%931984%29.svg.png,https://en.wikipedia.org/wiki/Lee_Sang-yi
213, Geum Sae Rok,1977,"Seoul, South Korea",None,None
214, Oh Man Suk,1976,"Nonsan, South Chungcheong Province, South Korea",None,None
215, Uhm Hyo Sub,1989,None,None,None
216,Lee Seung Gi,1982,"Buk District, Gwangju, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/3/31/LeeSeungGi4.jpg/250px-LeeSeungGi4.jpg,https://en.wikipedia.org/wiki/Lee_Seung-gi
217, Lee Hee Joon,1986,"Yongin, Gyeonggi, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/6/61/Lee_Hee-joon_03.jpg/220px-Lee_Hee-joon_03.jpg,https://en.wikipedia.org/wiki/Lee_Hee-joon
218, Park Joo Hyun,None,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,https://en.wikipedia.org/wiki/Park_Joo-hyun
219, Kyung Soo Jin,1994,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/c/c2/160726_%27%EB%A1%9C%EB%A7%A8%ED%8B%B1_%EB%B3%B4%EC%8A%A4%27_%EC%A0%9C%EC%9E%91_%EB%B0%9C%ED%91%9C%ED%9A%8C_%EA%B2%BD%EC%88%98%EC%A7%84_%281%29.jpg/220px-160726_%27%EB%A1%9C%EB%A7%A8%ED%8B%B1_%EB%B3%B4%EC%8A%A4%27_%EC%A0%9C%EC%9E%91_%EB%B0%9C%ED%91%9C%ED%9A%8C_%EA%B2%BD%EC%88%98%EC%A7%84_%281%29.jpg,https://en.wikipedia.org/wiki/Kyung_Soo-jin
220, Woo Ji Hyun,1989,"South Jeolla Province, Mokpo, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/1/1a/20201126%E2%80%94Woo_Ji-hyeon_%EC%9A%B0%EC%A7%80%ED%98%84%2C_Marie_Claire_Korea_screenshot_%2803m04s%29.jpg/220px-20201126%E2%80%94Woo_Ji-hyeon_%EC%9A%B0%EC%A7%80%ED%98%84%2C_Marie_Claire_Korea_screenshot_%2803m04s%29.jpg,https://en.wikipedia.org/wiki/Woo_Ji-hyun
221, Ahn Jae Wook,1988,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/7/70/180430_%EC%95%88%EC%9E%AC%EC%9A%B1.jpg/220px-180430_%EC%95%88%EC%9E%AC%EC%9A%B1.jpg,https://en.wikipedia.org/wiki/Ahn_Jae-wook
222,Song Kang,1983,"Hwasun, South Jeolla, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/1/1d/210823_%EC%86%A1%EA%B0%95.png/220px-210823_%EC%86%A1%EA%B0%95.png,https://en.wikipedia.org/wiki/Song_Kang
223, Lee Jin Wook,1969,"Keijō, Gyeonggi, Japanese Korea",//upload.wikimedia.org/wikipedia/commons/thumb/4/4e/%EB%93%9C%EB%9D%BC%EB%A7%A5%EC%8A%A4_%EA%B5%BF%EB%B0%94%EC%9D%B4%EB%AF%B8%EC%8A%A4%ED%84%B0%EB%B8%94%EB%9E%99_ID_-_%EC%9D%B4%EC%A7%84%EC%9A%B1.jpg/220px-%EB%93%9C%EB%9D%BC%EB%A7%A5%EC%8A%A4_%EA%B5%BF%EB%B0%94%EC%9D%B4%EB%AF%B8%EC%8A%A4%ED%84%B0%EB%B8%94%EB%9E%99_ID_-_%EC%9D%B4%EC%A7%84%EC%9A%B1.jpg,https://en.wikipedia.org/wiki/Lee_Jin-wook
224, Lee Si Young,1993,"Beijing, China[citation needed]",//upload.wikimedia.org/wikipedia/commons/thumb/5/54/Lee_Si-young_in_2018_%282%29.jpg/220px-Lee_Si-young_in_2018_%282%29.jpg,https://en.wikipedia.org/wiki/Lee_Si-young
225, Lee Do Hyun,1971,"Jeju, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/7/7b/%EB%A7%88%EB%A6%AC%EB%81%8C%EB%A0%88%EB%A5%B4_%ED%8C%9D%ED%80%B4%EC%A6%88%EB%A5%BC_%ED%95%98%EB%8A%94_%EC%9D%B4%EB%8F%84%ED%98%84.jpg/220px-%EB%A7%88%EB%A6%AC%EB%81%8C%EB%A0%88%EB%A5%B4_%ED%8C%9D%ED%80%B4%EC%A6%88%EB%A5%BC_%ED%95%98%EB%8A%94_%EC%9D%B4%EB%8F%84%ED%98%84.jpg,https://en.wikipedia.org/wiki/Lee_Do-hyun
226, Kim Nam Hee,1941,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png,https://en.wikipedia.org/wiki/Kim_Nam-hee
227, Go Min Si,1941,"Kaesong, Gyeonggi, Korea (now Kaesong, North Hwanghae, North Korea)",//upload.wikimedia.org/wikipedia/commons/thumb/9/93/Go_Min-si_2021.png/220px-Go_Min-si_2021.png,https://en.wikipedia.org/wiki/Go_Min-si
228,Kim Ha Neul,1951,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/b9/170107_%EC%97%AC%EA%B5%90%EC%82%AC_%EB%AC%B4%EB%8C%80%EC%9D%B8%EC%82%AC_%EA%B9%80%ED%95%98%EB%8A%98_%EC%9C%A0%EC%9D%B8%EC%98%81_%EC%9D%B4%EC%9B%90%EA%B7%BC_%283%29.jpg/220px-170107_%EC%97%AC%EA%B5%90%EC%82%AC_%EB%AC%B4%EB%8C%80%EC%9D%B8%EC%82%AC_%EA%B9%80%ED%95%98%EB%8A%98_%EC%9C%A0%EC%9D%B8%EC%98%81_%EC%9D%B4%EC%9B%90%EA%B7%BC_%283%29.jpg,https://en.wikipedia.org/wiki/Kim_Ha-neul
229, Yoon Sang Hyun,1949,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/3/38/%28TV10%29_%EC%87%BC%ED%95%91%EC%99%95_%EB%A3%A8%EC%9D%B4_%EC%84%9C%EC%9D%B8%EA%B5%AD%2C_%EA%B1%B0%EC%A7%80_%EB%B6%84%EC%9E%A5%E2%80%A6_%EA%B0%90%EB%8F%85%EB%8B%98%EC%9D%B4_%EB%A7%90%EB%A6%B4_%EC%A0%95%EB%8F%84%EB%A1%9C_%EC%A0%81%EA%B7%B9%EC%A0%81_%28%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C%29_%EC%9C%A4%EC%83%81%ED%98%84_18s.jpg/220px-%28TV10%29_%EC%87%BC%ED%95%91%EC%99%95_%EB%A3%A8%EC%9D%B4_%EC%84%9C%EC%9D%B8%EA%B5%AD%2C_%EA%B1%B0%EC%A7%80_%EB%B6%84%EC%9E%A5%E2%80%A6_%EA%B0%90%EB%8F%85%EB%8B%98%EC%9D%B4_%EB%A7%90%EB%A6%B4_%EC%A0%95%EB%8F%84%EB%A1%9C_%EC%A0%81%EA%B7%B9%EC%A0%81_%28%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C%29_%EC%9C%A4%EC%83%81%ED%98%84_18s.jpg,https://en.wikipedia.org/wiki/Yoon_Sang-hyun
230, Lee Do Hyun,1947,"Goyang, Gyeonggi, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/7/7b/%EB%A7%88%EB%A6%AC%EB%81%8C%EB%A0%88%EB%A5%B4_%ED%8C%9D%ED%80%B4%EC%A6%88%EB%A5%BC_%ED%95%98%EB%8A%94_%EC%9D%B4%EB%8F%84%ED%98%84.jpg/220px-%EB%A7%88%EB%A6%AC%EB%81%8C%EB%A0%88%EB%A5%B4_%ED%8C%9D%ED%80%B4%EC%A6%88%EB%A5%BC_%ED%95%98%EB%8A%94_%EC%9D%B4%EB%8F%84%ED%98%84.jpg,https://en.wikipedia.org/wiki/Lee_Do-hyun
231, Roh Jeong Eui,1964,None,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Roh_Jeong-eui_211012.jpg/200px-Roh_Jeong-eui_211012.jpg,https://en.wikipedia.org/wiki/Roh_Jeong-eui
232, Ryeoun,1995,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Korea_people_stub_icon.svg/35px-Korea_people_stub_icon.svg.png,https://en.wikipedia.org/wiki/Ryeoun
233, Wi Ha Joon,1990,None,//upload.wikimedia.org/wikipedia/commons/thumb/4/47/20210923%E2%80%94Wi_Ha-joon_%EC%9C%84%ED%95%98%EC%A4%80%2C_Squid_Game_promo%2C_ELLE_Taiwan_screenshot_%2805m43s%29.jpg/220px-20210923%E2%80%94Wi_Ha-joon_%EC%9C%84%ED%95%98%EC%A4%80%2C_Squid_Game_promo%2C_ELLE_Taiwan_screenshot_%2805m43s%29.jpg,https://en.wikipedia.org/wiki/Wi_Ha-joon
234,Yoo Ah In,None,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/0/00/Yoo_Ah-In_%EC%9C%A0%EC%95%84%EC%9D%B8_20181206.jpg/220px-Yoo_Ah-In_%EC%9C%A0%EC%95%84%EC%9D%B8_20181206.jpg,https://en.wikipedia.org/wiki/Yoo_Ah-in
235, Im Soo Jung,1982,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Im_Soo-jung_Chicago_Typewriter.jpg/220px-Im_Soo-jung_Chicago_Typewriter.jpg,https://en.wikipedia.org/wiki/Im_Soo-jung
236, Go Kyung Pyo,None,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Go_Kyung-pyo_%EA%B3%A0%EA%B2%BD%ED%91%9C_in_2020.png/220px-Go_Kyung-pyo_%EA%B3%A0%EA%B2%BD%ED%91%9C_in_2020.png,https://en.wikipedia.org/wiki/Go_Kyung-pyo
237, Kwak Shi Yang,1977,"Busan, South Korea",None,None
238, Jo  Woo Jin,1983,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,https://en.wikipedia.org/wiki/Jo_Woo-jin
239, Oh Na Ra,1988,"Yeongseon-dong, Yeongdo District, Pusan, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png,https://en.wikipedia.org/wiki/Oh_Na-ra
240,Ji Sung,1984,"Dong District, Daejeon, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/7/7d/180212_%EC%A7%80%EC%84%B1.png/220px-180212_%EC%A7%80%EC%84%B1.png,https://en.wikipedia.org/wiki/Ji_Sung
241, Uhm Ki Joon,1980,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/c/c0/180920_SBS_%27%ED%9D%89%EB%B6%80%EC%99%B8%EA%B3%BC%27_%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C_%EC%97%84%EA%B8%B0%EC%A4%80.jpg,https://en.wikipedia.org/wiki/Uhm_Ki-joon
242, Kwon Yu Ri,1951,"Suncheon, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/9/95/Kwon_Yu-ri_at_PRO-2SPECS_x_NOHANT_2019_SS_Collaboration_Collection_Launching_Event_in_February_2019_%283%29.png/250px-Kwon_Yu-ri_at_PRO-2SPECS_x_NOHANT_2019_SS_Collaboration_Collection_Launching_Event_in_February_2019_%283%29.png,https://en.wikipedia.org/wiki/Kwon_Yu-ri
243, Oh Chang Seok,1985,"Ulsan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Oh_Chang-seok_in_May_2019.png/220px-Oh_Chang-seok_in_May_2019.png,https://en.wikipedia.org/wiki/Oh_Chang-seok
244, Uhm Hyun Kyung,1972,"Busan, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png,https://en.wikipedia.org/wiki/Uhm_Hyun-kyung
245, Jung Dong Gyu,1987,"Busan, South Korea",None,None
246,Bae Suzy,1966,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/9/97/180503_%EC%88%98%EC%A7%80_01.jpg/250px-180503_%EC%88%98%EC%A7%80_01.jpg,https://en.wikipedia.org/wiki/Bae_Suzy
247, Lee Jong Suk,1976,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Lee_Jong-suk_March_2018.png/220px-Lee_Jong-suk_March_2018.png,https://en.wikipedia.org/wiki/Lee_Jong-suk
248, Jung Hae In,1988,"Incheon, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Jung_Hae-in_%EC%A0%95%ED%95%B4%EC%9D%B8_in_October_2022.jpg/220px-Jung_Hae-in_%EC%A0%95%ED%95%B4%EC%9D%B8_in_October_2022.jpg,https://en.wikipedia.org/wiki/Jung_Hae-in
249, Lee Sang Yeob,1990,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Lee_Sang-yeob_2020.jpg/220px-Lee_Sang-yeob_2020.jpg,https://en.wikipedia.org/wiki/Lee_Sang-yeob
250, Hwang Young Hee,1990,"Dong District, Daejeon, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png,https://en.wikipedia.org/wiki/Hwang_Young-hee
251, Shin Jae Ha,1986,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/c/c6/191025_%EC%8B%A0%EC%9E%AC%ED%95%98.jpg/220px-191025_%EC%8B%A0%EC%9E%AC%ED%95%98.jpg,https://en.wikipedia.org/wiki/Shin_Jae-ha
252,Go Hyun Jung,1981,"Suncheon, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/9/97/Ko_Hyun-Jung3.jpg/220px-Ko_Hyun-Jung3.jpg,https://en.wikipedia.org/wiki/Go_Hyun-jung
253, Kim Hye Ja,1985,None,//upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Kim_Hye-ja_in_Feb_2019.png/220px-Kim_Hye-ja_in_Feb_2019.png,https://en.wikipedia.org/wiki/Kim_Hye-ja
254, Na Moon Hee,1972,None,//upload.wikimedia.org/wikipedia/commons/thumb/a/af/190713_%EB%82%98%EB%AC%B8%ED%9D%AC.jpg/220px-190713_%EB%82%98%EB%AC%B8%ED%9D%AC.jpg,https://en.wikipedia.org/wiki/Na_Moon-hee
255, Go Doo Shim,1987,"Ulsan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Go_Du-sim_from_acrofan.jpg/220px-Go_Du-sim_from_acrofan.jpg,https://en.wikipedia.org/wiki/Go_Doo-shim
256, Park Won Sook,None,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/4/42/190713_%EB%B0%95%EC%9B%90%EC%88%99.jpg/220px-190713_%EB%B0%95%EC%9B%90%EC%88%99.jpg,https://en.wikipedia.org/wiki/Park_Won-sook
257, Youn Yuh Jung,None,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/7/78/Youn_Yuh-jung_in_December_2016.jpg/220px-Youn_Yuh-jung_in_December_2016.jpg,https://en.wikipedia.org/wiki/Youn_Yuh-jung
258,Han Seok Kyu,1994,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/6/6a/190702_%ED%95%9C%EC%84%9D%EA%B7%9C.jpg/220px-190702_%ED%95%9C%EC%84%9D%EA%B7%9C.jpg,https://en.wikipedia.org/wiki/Han_Seok-kyu
259, Ahn Hyo Seop,1970,None,//upload.wikimedia.org/wikipedia/commons/thumb/8/80/20220226_Ahn_Hyo-seop_%EC%95%88%ED%9A%A8%EC%84%AD_Photoshoot_for_Marie_Claire_Korea_%282%29.jpg/220px-20220226_Ahn_Hyo-seop_%EC%95%88%ED%9A%A8%EC%84%AD_Photoshoot_for_Marie_Claire_Korea_%282%29.jpg,https://en.wikipedia.org/wiki/Ahn_Hyo-seop
260, Lee Sung Kyung,1988,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/3/3c/%EC%9D%B4%EC%84%B1%EA%B2%BD_Lee_Sung-kyung_in_2022.jpg/250px-%EC%9D%B4%EC%84%B1%EA%B2%BD_Lee_Sung-kyung_in_2022.jpg,https://en.wikipedia.org/wiki/Lee_Sung-kyung
261, Kim Joo Heon,1989,None,None,None
262, Shin Dong Wook,None,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/30px-Commons-logo.svg.png,https://en.wikipedia.org/wiki/Shin_Dong-wook
263, So Ju Yeon,1997,"Seoul, South Korea",None,None
264,Ji Sung,None,None,//upload.wikimedia.org/wikipedia/commons/thumb/7/7d/180212_%EC%A7%80%EC%84%B1.png/220px-180212_%EC%A7%80%EC%84%B1.png,https://en.wikipedia.org/wiki/Ji_Sung
265, Hwang Jung Eum,1974,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Hwang_Jung-Eum.jpg/220px-Hwang_Jung-Eum.jpg,https://en.wikipedia.org/wiki/Hwang_Jung-eum
266, Park Seo Joon,1993,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/9/9d/20211203_Park_Seo-joon_%EB%B0%95%EC%84%9C%EC%A4%80_Photoshoot_for_Marie_Claire_Korea_%284%29.jpg/220px-20211203_Park_Seo-joon_%EB%B0%95%EC%84%9C%EC%A4%80_Photoshoot_for_Marie_Claire_Korea_%284%29.jpg,https://en.wikipedia.org/wiki/Park_Seo-joon
267, Kim Yoo Ri,None,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/c/c6/MBC_%EB%93%9C%EB%9D%BC%EB%A7%88_%27%EC%95%84%EC%9D%B4%ED%85%9C%27_%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C_%EA%B9%80%EC%9C%A0%EB%A6%AC.jpg/220px-MBC_%EB%93%9C%EB%9D%BC%EB%A7%88_%27%EC%95%84%EC%9D%B4%ED%85%9C%27_%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C_%EA%B9%80%EC%9C%A0%EB%A6%AC.jpg,https://en.wikipedia.org/wiki/Kim_Yoo-ri
268, Oh Min Suk,1964,"Anyang, Gyeonggi, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Oh_Min-suk_for_Estee_Lauder%2C_18_September_2015.jpg/220px-Oh_Min-suk_for_Estee_Lauder%2C_18_September_2015.jpg,https://en.wikipedia.org/wiki/Oh_Min-suk
269, Kim Young Ae,1984,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/e/e6/Kim_Young-Ae_from_acrofan.jpg,https://en.wikipedia.org/wiki/Kim_Young-ae
270,Song Joong Ki,1985,"Daegu, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/1/13/Song_Joong-ki_at_Style_Icon_Asia_2016.jpg/220px-Song_Joong-ki_at_Style_Icon_Asia_2016.jpg,https://en.wikipedia.org/wiki/Song_Joong-ki
271, Kim Ji Won,1992,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,https://en.wikipedia.org/wiki/Kim_Ji-won
